original_time,start_time,end_time,speech,price_change,volatility
2022-07-27 18:30:00,2022-07-27 18:59:00,2022-07-27 19:00:00," supply that you need to do significantly more. And I ask because there are lags in the impact of monetary policy, as you mentioned. And a lot of this might hit in 2023. The strong dollar effect may hit in 2023 when the economy might be weak. How do you know where you are and where you think you need to get to? Well, just talking about demand for a second. As I mentioned in my remarks, I think you pretty clearly do see a slowing now in demand in the second quarter. Consumer spending, business fixed investment, housing, places like that. I think people widely looked at the first quarter numbers and thought they didn't make sense and might have been misleading in terms of the overall direction of the economy, not true of the second quarter. But at the same time, you have this labor market. So there are plenty of experiences where GDP has been reported as weak in the labor market.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:00:00,2022-07-27 19:01:00," strong and the economy has gone right through that and been fine. So that's happened many times. And it used to happen if you remember. In the first quarter of every year, for several years in a row, GDP was negative. And the labor market was moving along just fine. And it turned out to just be measurement error. It was called residual seasonality. We don't know the situation. The truth is, we think that demand is moderating. We do. How much is it moderating? We're not sure. We're going to have to watch the data carefully. There is a great deal of money on people's balance sheets that they can spend. The unemployment rate is very low. The labor market is very hot. There are many, many job openings. Wages are high. So it's the kind of thing where you think that the economy should actually be doing pretty well in the second half of the year. But we'll have to see. We don't know that because you do see a marked slowing in the second quarter that is fairly broad. So we'll be watching that. We'll be watching that. As I mentioned, we do want to see demand running below potential.",0.0,0.0040051065108011865
2022-07-27 18:30:00,2022-07-27 19:01:00,2022-07-27 19:02:00," for a sustained period to create slack and give it inflation a chance to come down. Nicole. Hi, thank you, Chairman. Nicole, good kind, CNN business. When does the committee expect to see a meaningful slowdown in the labor market? And how much weakness will it accept with regard to slower job growth and higher unemployment before it pauses or begins to think about cutting rates? So I think you're already seeing, you've seen in the labor market what you've seen is a decline from very high levels of job creation last year and earlier this year to modestly slower. Job creation still quite robust, as I mentioned. So you're seeing that. You're seeing some increase in initial claims for an insurance, although that may actually have to do with seasonal adjustments. We're not sure that that's actually real. There's some evidence that.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:02:00,2022-07-27 19:03:00," If you look at average hourly earnings, they appear to be moderating. Not so yet from the other wage measures and we'll be getting the employment compensation index measurement, I think, on Friday, I guess. And that's a very important one because it adjusts for compensation. So I'd say you, and also anecdotally, you hear much the sort of level of concern on the part of businesses that they simply can't find workers. It's probably down a little bit from what it was, for example, in the latter parts of last year. So there's a feeling that the labor market is moving back into balance. If you look at job openings or quits, you see them moving sideways or perhaps a little bit down. But it's only the beginning of an adjustment. But I think, also, if you look at what you start deciding these things, you can't stop. If you look at the household survey, you see much lower job creation and the household survey can be quick.",-0.0030008062989807,0.0
2022-07-27 18:30:00,2022-07-27 19:03:00,2022-07-27 19:04:00," volatile, but has no jobs created in the last three months. So that might be a signal that job creation is actually a little bit slower than we're seeing in the establishment survey. So executive summary, I would say there is some evidence that labor demand may be slowing a bit. Labor supply, not so much. We have been disappointed that labor force participation really hasn't moved up since January. That may be related to yet another big wave of COVID and there's evidence that that's the case. But so we're not seeing much in the way of labor supply. Nonetheless, I would say some progress on demand and supply getting back in alignment. I think we're going to be looking at inflation as well. As I mentioned, we need to see inflation coming down. We need to be confident that inflation is going to get back down to mandate consistent levels. That's not something we've...",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:04:00,2022-07-27 19:05:00," we can avoid doing that really needs to happen. And we do think, though, that the labor market can adjust because of the huge overhang of job openings of excess demand, really. There should be able to be an adjustment that would have lower than perhaps lower than expected increases in unemployment. Lower than would be expected in the ordinary course of events because the level, the ratio of vacancies to unemployed is just out of keeping with historical experience. And that suggests that this time could be different. And we're in Florence. Thanks, Mr. Chairman. Edward Lawrence from Fox Business. So you said the path may be narrowed to avoiding recession. So how close are we to a recession? And then how to forecast possible recessions from banks and economists? How does that make a soft landing you've talked about more difficult? So as I mentioned.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:05:00,2022-07-27 19:06:00," It doesn't seem that the U.S. economy is in recession right now. And I think you do see weakening some slowdown. Let's put it that way in growth. And you see it across some of the categories that I mentioned. But there's also just the very strong data coming out of the labor market still. So overall, you would say that the problem, in all probability, demand is still strong. And the economy is still on track to continue to grow this year. But the slowdown in the second quarter is notable. And we're going to be watching that carefully. Sorry. What was the forecast? How did bank forecasts, possible recessions, economies, does that affect the soft landing? Well, we've said since the beginning, I think, that having a soft landing is what we're aiming for. Of course, that has to be our goal. That is our goal. And we'll keep trying to achieve.",0.0,0.002010263581765303
2022-07-27 18:30:00,2022-07-27 19:06:00,2022-07-27 19:07:00," I do think events, at the beginning we said it was not going to be easy, it was going to be quite challenging to do that. It's unusual, it's an unusual event, it's not a typical event given where we are. If there is a path to it and we think there is, it is the one I mentioned that the labor market actually has such a large amount of surplus demand that you could see the demand coming down in a way that didn't translate into a big increase in unemployment as you would expect in the ordinary course because, frankly, the imbalance is so much greater. We don't know that. This is a case of first impression. Anyone who is really sure that it is impossible or really sure that it will happen is probably underestimating the level of uncertainty. I would certainly say it is an uncertain thing. Nonetheless, it is our goal to achieve it and we will keep trying to do that.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:07:00,2022-07-27 19:08:00," Thank you, Mr. Chairman. Jean Young with Market News. I wanted to ask about the balance sheet reduction program. It's been working for a couple months now and in a different environment than the last time the Fed did it. What are you learning about how it's working and how markets are reacting? And is reaching the minimum level of reserves needed in the system still several years away at the current pace? So we think it's working fine. As you know, we tapered up into it and in September we'll go to a full strength and the markets seem to have accepted it. By all assessments, the markets should be able to absorb this and we expect that will be the case. So I would say the plan is broadly on track. It's a little bit slow to get going because some of these things trades don't settle until for a bit of time. It'll be picking up steam. So I guess the second question was getting...",-0.0002743845004864,0.0
2022-07-27 18:30:00,2022-07-27 19:08:00,2022-07-27 19:09:00," Yeah, no, the process of getting back down to the new equilibrium will take a while. And it's hard to be precise, but the model would suggest that it could be between two to 1,5 years that kind of thing. And this is a much faster pace than the last time. Balance sheets much, much bigger than it was. But we looked at this carefully and we thought that this was a sensible pace. And we have no reason to think it's not. Brian. I'm Jim Prall, a Brian Chung Yahoo Finance. Looking at financial conditions, it seems like the tightening has slowed as of late with the 10-year coming down, 30-year fixed mortgage rates also going. But sideways, when we talk about a hot housing market, still, just wondering if you find financial conditions tight enough, especially as you continue to raise rates? So a big piece of that is inflation expectations. Break even is coming down, which is a good thing. It's a good thing that markets.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:09:00,2022-07-27 19:10:00," do seem to have confidence in the committee's commitment to getting inflation back down to 2 percent. So we like to see market-based rings of inflation expectations come down. You know, broader financial conditions have tightened a good bit. I mean, the way this works is we set our policy and financial conditions react and then financial conditions are what affects the economy. So we don't control that second step. We're just going to do what we think needs to be done. We're going to get our policy rate to a level where we're confident that inflation will be moving back down to 2 percent confident. So that's how we're going to take it. And of course, we'll be watching financial conditions to see that they are appropriately tight and that they're having the effect that we would hope they're having, which is to see demand moderate and inflationary pressures. We'll see it in ultimately inflation come down. Great. Thank you, Chair Powell.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:10:00,2022-07-27 19:11:00," Greg Rob from Marker Watch. I wonder if you can go back a little bit in time to before there was this outbreak of inflation when the committee put in place, got forward guidance on tapering asset purchases. I think it was December 2020. There's a recent speech by Fed Governor Waller talking about that and saying that maybe that was too tight, that kind of condition and it put you a little bit behind. He did not his words but maybe we're kind of late to react to some of that inflation. So could you talk about that decision and have you looked at it in hindsight at all? Thank you. So, yeah, we said that we wouldn't lift off until we had basically achieved our dual mandate goals. And the reason we did it in real time was that the first look at the new framework that we'd rolled out. Plenty of people were saying, it's not credible. They'll never get inflation to 2%. Some of our critics now who say inflation is too tight to why we're the same.",0.0,0.0016476520957635994
2022-07-27 18:30:00,2022-07-27 19:11:00,2022-07-27 19:12:00," ones who were saying you'll never get to 2 percent. Well, but anyway, that's what happened. So we thought we needed to really make a strong statement with that. It wasn't part of the framework. The December 20 guidance was not part of our overall new framework. It was just guidance that we put in place. So I would say two things. One, I don't think that is a materially changed the situation. But I have to admit, I don't think I would do that again. I don't think I would do that again. Ultimately, the situation evolved in a highly unexpected way for all of us. And maybe the learning is that leave a little more flexibility than that. But did it matter in the end? I really don't think it did. I'm not sure what would have mattered if we'd been raising rates three months earlier. Does anybody think that would have made a big difference? Lots of central banks were raising rates three months earlier, and it didn't matter. I mean, this is a global...",0.0,0.0
2022-07-27 18:30:00,2022-07-27 19:12:00,2022-07-27 19:13:00," dominance happening now, admittedly different in the United States. But anyway. I'm sorry about that, right? Just a lot of people talk about that time and they talk about the tape tantrum that I know you haven't talked about it too much, but that you were worried at the time about repeating that tape tantrum that you had experienced as a governor. So was that part of that? Where did that fit into all those things? So I think we learned there have been multiple tape tantrums, right? So there was the famous one in 2013. There's what happened at the December 18 meeting where markets can ignore developments around the balance sheet for years on end and then suddenly react very sharply. So we just had developed a practice of moving predictably and doing it in steps and things like that. It was just like that's how we did it. And so we did it that way this time. We were careful to take steps and communicate.",0.000798284340224,0.0
